age,job,marital_status,education,balance_eur,housing_loan,personal_loan,communication_type,contacts_this_campaign,days_since_previous_contact,contacts_before_campaign,previous_campaign_outcome,subscribed,call_duration_minutes,days_since_previous_contact_nan,contacts_before_campaign_nan,date,weekday,month,was_contacted_before,job_group,has_loan,has_both_loan
45,technician,Single,tertiary,10768,1,0,cellular,3,78,2,failure,0,2.45,78.0,2.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,1,0
28,technician,Single,tertiary,4987,0,0,cellular,2,113,21,success,1,15.4,113.0,21.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,0,0
43,services,Single,secondary,2444,0,1,cellular,1,-1,0,unknown,0,2.1666666666666665,,,2009-06-02,Tuesday,June,0,Blue-collar/Service,1,0
44,blue-collar,Married,secondary,878,1,0,cellular,1,-1,0,unknown,0,2.1666666666666665,,,2009-06-02,Tuesday,June,0,Blue-collar/Service,1,0
33,technician,Single,tertiary,0,1,0,cellular,1,-1,0,unknown,0,1.2,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,1,0
35,blue-collar,Married,unknown,444,0,0,cellular,2,-1,0,unknown,0,0.9833333333333333,,,2009-06-02,Tuesday,June,0,Blue-collar/Service,0,0
54,admin.,Single,secondary,189,0,0,cellular,5,-1,0,unknown,0,1.5833333333333333,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
37,entrepreneur,Married,tertiary,189,0,0,cellular,2,-1,0,unknown,1,4.216666666666667,,,2009-06-02,Tuesday,June,0,Entrepreneur/Self-employed,0,0
58,technician,Married,tertiary,12322,0,0,telephone,2,-1,0,unknown,0,5.1,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
52,management,Married,tertiary,0,0,0,cellular,3,-1,0,unknown,0,1.2833333333333334,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
54,management,Married,tertiary,55,1,0,cellular,2,-1,0,unknown,0,1.8666666666666667,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,1,0
35,management,Married,tertiary,5367,0,0,cellular,1,92,1,failure,0,1.3333333333333333,92.0,1.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,0,0
30,housemaid,Married,secondary,533,1,0,cellular,1,-1,0,unknown,0,3.533333333333333,,,2009-06-02,Tuesday,June,0,Blue-collar/Service,1,0
38,blue-collar,Married,secondary,2467,0,0,cellular,1,-1,0,unknown,1,3.2,,,2009-06-02,Tuesday,June,0,Blue-collar/Service,0,0
39,management,Single,tertiary,3797,0,0,cellular,2,-1,0,unknown,0,1.6,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
49,management,Married,tertiary,5887,0,0,cellular,3,293,2,failure,1,3.0166666666666666,293.0,2.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,0,0
38,admin.,Single,secondary,626,0,0,cellular,4,-1,0,unknown,0,2.2,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
40,self-employed,Single,tertiary,2893,0,0,cellular,3,-1,0,unknown,0,1.2666666666666666,,,2009-06-02,Tuesday,June,0,Entrepreneur/Self-employed,0,0
35,technician,Married,tertiary,1354,0,0,cellular,2,-1,0,unknown,1,4.166666666666667,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
30,management,Married,tertiary,942,0,0,cellular,2,-1,0,unknown,0,2.433333333333333,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
34,admin.,Single,secondary,0,1,0,cellular,2,-1,0,unknown,0,3.15,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,1,0
34,admin.,Married,tertiary,21,0,1,cellular,1,92,2,failure,0,4.483333333333333,92.0,2.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,1,0
35,technician,Single,secondary,2823,1,0,cellular,4,96,2,failure,0,1.7,96.0,2.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,1,0
54,management,Married,primary,2587,0,0,cellular,2,-1,0,unknown,1,3.933333333333333,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
54,management,Married,tertiary,446,0,0,cellular,2,91,8,failure,0,2.033333333333333,91.0,8.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,0,0
27,student,Single,secondary,121,0,0,cellular,2,-1,0,unknown,0,2.4166666666666665,,,2009-06-02,Tuesday,June,0,Student/Retired/Unemployed,0,0
56,retired,Married,secondary,0,0,0,cellular,3,-1,0,unknown,0,1.1833333333333333,,,2009-06-02,Tuesday,June,0,Student/Retired/Unemployed,0,0
29,technician,Married,secondary,23,1,0,cellular,1,55,2,failure,1,2.716666666666667,55.0,2.0,2009-06-02,Tuesday,June,1,Admin/Mgmt/Tech,1,0
52,technician,Married,secondary,0,0,0,cellular,3,-1,0,unknown,1,9.016666666666667,,,2009-06-02,Tuesday,June,0,Admin/Mgmt/Tech,0,0
34,unemployed,Married,secondary,978,0,0,cellular,2,71,1,success,1,4.366666666666666,71.0,1.0,2009-06-03,Wednesday,June,1,Student/Retired/Unemployed,0,0
60,technician,Married,secondary,294,0,0,telephone,4,-1,0,unknown,1,3.433333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
32,self-employed,Married,secondary,409,0,0,cellular,2,86,2,success,1,1.9166666666666667,86.0,2.0,2009-06-03,Wednesday,June,1,Entrepreneur/Self-employed,0,0
30,student,Single,secondary,155,0,0,cellular,3,-1,0,unknown,0,3.433333333333333,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
40,student,Single,secondary,595,1,0,cellular,2,-1,0,unknown,1,6.766666666666667,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,1,0
54,self-employed,Married,tertiary,990,0,0,cellular,2,-1,0,unknown,1,4.066666666666666,,,2009-06-03,Wednesday,June,0,Entrepreneur/Self-employed,0,0
27,admin.,Single,secondary,261,1,1,cellular,4,-1,0,unknown,1,9.866666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,1
27,technician,Single,tertiary,200,0,0,cellular,1,-1,0,unknown,0,8.466666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
55,entrepreneur,Married,secondary,27624,0,0,telephone,1,-1,0,unknown,1,7.283333333333333,,,2009-06-03,Wednesday,June,0,Entrepreneur/Self-employed,0,0
30,management,Married,tertiary,2694,0,0,cellular,1,-1,0,unknown,0,3.2,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
29,blue-collar,Married,secondary,15,0,0,cellular,1,-1,0,unknown,0,2.2666666666666666,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
34,management,Married,tertiary,1870,1,0,cellular,1,-1,0,unknown,0,1.1333333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
59,retired,Married,primary,2632,0,0,cellular,1,-1,0,unknown,0,2.05,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
29,management,Single,tertiary,3846,0,0,cellular,2,-1,0,unknown,1,5.216666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
38,housemaid,Single,tertiary,0,0,0,cellular,3,-1,0,unknown,0,2.283333333333333,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
42,blue-collar,Married,secondary,2913,0,0,cellular,1,195,1,failure,1,11.75,195.0,1.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,0,0
41,blue-collar,Married,secondary,140,1,0,cellular,1,125,2,failure,0,1.6,125.0,2.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,1,0
33,management,Single,tertiary,2240,0,0,cellular,1,-1,0,unknown,1,3.3,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
23,technician,Single,secondary,4545,0,0,cellular,1,-1,0,unknown,0,3.3333333333333335,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
34,technician,Married,tertiary,127,0,0,cellular,1,-1,0,unknown,1,1.95,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
52,management,Single,tertiary,2104,0,0,cellular,2,-1,0,unknown,1,3.5,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
44,services,Married,secondary,332,0,0,cellular,1,-1,0,unknown,0,2.85,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
29,blue-collar,Married,primary,5,0,0,cellular,1,-1,0,unknown,1,5.35,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
39,admin.,Married,secondary,150,0,0,cellular,4,-1,0,unknown,1,4.933333333333334,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
36,unemployed,Married,tertiary,7222,1,0,cellular,1,-1,0,unknown,0,1.4333333333333333,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,1,0
31,technician,Single,tertiary,882,0,0,cellular,1,-1,0,unknown,1,6.85,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
60,management,Single,tertiary,366,0,0,cellular,1,-1,0,unknown,1,9.883333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
37,management,Married,tertiary,865,1,0,cellular,1,-1,0,unknown,0,1.6833333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
31,student,Single,secondary,216,0,0,cellular,1,-1,0,unknown,0,2.3,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
25,student,Single,tertiary,1189,0,0,cellular,1,-1,0,unknown,1,2.75,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
34,management,Married,tertiary,3402,0,0,cellular,2,-1,0,unknown,0,1.4666666666666666,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
45,admin.,Married,secondary,204,1,0,cellular,2,-1,0,unknown,1,3.7333333333333334,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
39,technician,Married,tertiary,794,0,0,telephone,2,121,1,failure,0,1.9333333333333333,121.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
29,management,Single,tertiary,637,1,0,cellular,1,119,1,failure,1,5.666666666666667,119.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
38,technician,Married,tertiary,34,0,1,cellular,1,-1,0,unknown,0,1.4666666666666666,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
55,management,Single,tertiary,2383,0,0,cellular,2,-1,0,unknown,1,9.85,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
51,management,Single,tertiary,102127,0,0,cellular,1,-1,0,unknown,0,1.5,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
26,technician,Single,secondary,1231,1,0,cellular,2,96,5,success,1,6.416666666666667,96.0,5.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
33,services,Single,tertiary,1268,1,0,cellular,1,28,2,failure,0,36.983333333333334,28.0,2.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,1,0
45,technician,Married,secondary,406,1,0,cellular,1,307,10,other,0,4.0,307.0,10.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
32,management,Married,tertiary,3154,0,0,cellular,1,44,4,failure,0,2.1,44.0,4.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
35,management,Married,tertiary,3109,1,0,cellular,1,-1,0,unknown,0,7.783333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
53,technician,Married,tertiary,395,0,0,cellular,1,-1,0,unknown,0,1.7833333333333334,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
30,management,Single,tertiary,3340,0,0,cellular,3,-1,0,unknown,1,3.966666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
54,admin.,Single,secondary,200,0,0,cellular,1,-1,0,unknown,1,2.8333333333333335,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
34,management,Married,tertiary,1047,0,0,cellular,1,90,7,other,0,5.7,90.0,7.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
38,technician,Married,secondary,1442,1,0,cellular,1,119,1,failure,0,1.8833333333333333,119.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
57,retired,Married,secondary,718,0,0,cellular,1,-1,0,unknown,0,2.8333333333333335,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
50,management,Married,secondary,268,0,0,cellular,2,90,2,failure,0,1.2333333333333334,90.0,2.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
46,technician,Single,secondary,4367,1,0,cellular,1,96,1,failure,0,1.0833333333333333,96.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
56,admin.,Married,secondary,3554,0,0,cellular,1,-1,0,unknown,0,2.5166666666666666,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
32,services,Single,tertiary,785,0,0,cellular,1,-1,0,unknown,0,4.55,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
39,blue-collar,Single,tertiary,48,0,0,cellular,1,-1,0,unknown,1,8.983333333333333,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
28,technician,Single,tertiary,3623,0,0,cellular,2,85,1,success,0,2.3,85.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
39,management,Married,tertiary,5142,0,0,cellular,1,-1,0,unknown,0,2.6166666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
58,management,Married,tertiary,2261,1,0,cellular,1,391,1,failure,0,22.683333333333334,391.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
37,technician,Married,secondary,6384,1,1,cellular,1,96,2,failure,0,4.233333333333333,96.0,2.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,1
29,self-employed,Single,tertiary,7752,0,0,cellular,1,-1,0,unknown,0,3.0,,,2009-06-03,Wednesday,June,0,Entrepreneur/Self-employed,0,0
30,admin.,Married,tertiary,4168,0,0,cellular,1,-1,0,unknown,0,3.3,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
42,unemployed,Married,tertiary,576,0,0,cellular,2,96,1,success,1,7.45,96.0,1.0,2009-06-03,Wednesday,June,1,Student/Retired/Unemployed,0,0
42,technician,Married,tertiary,15445,0,0,cellular,2,-1,0,unknown,0,4.116666666666666,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
44,management,Married,tertiary,423,0,0,cellular,6,83,5,success,0,2.2666666666666666,83.0,5.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
46,housemaid,Married,tertiary,184,0,0,cellular,1,-1,0,unknown,0,2.783333333333333,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
36,technician,Married,tertiary,1731,1,0,cellular,3,-1,0,unknown,0,1.2333333333333334,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
33,admin.,Single,secondary,16,1,1,cellular,1,-1,0,unknown,0,1.7,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,1
26,management,Single,tertiary,2786,0,0,cellular,2,72,1,success,1,5.0,72.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,0,0
57,retired,Married,secondary,5313,0,0,cellular,1,-1,0,unknown,1,3.3333333333333335,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
55,entrepreneur,Married,tertiary,82,0,0,cellular,1,-1,0,unknown,0,1.6166666666666667,,,2009-06-03,Wednesday,June,0,Entrepreneur/Self-employed,0,0
30,technician,Single,secondary,853,0,0,cellular,1,-1,0,unknown,0,5.716666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
22,admin.,Single,secondary,222,0,0,cellular,3,-1,0,unknown,0,2.6,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
39,unemployed,Married,tertiary,201,0,0,cellular,1,119,1,failure,1,11.65,119.0,1.0,2009-06-03,Wednesday,June,1,Student/Retired/Unemployed,0,0
27,admin.,Single,secondary,1,0,0,cellular,1,-1,0,unknown,0,0.7,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
40,technician,Married,secondary,694,1,0,cellular,2,119,9,failure,1,7.183333333333334,119.0,9.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
34,blue-collar,Married,secondary,398,1,0,cellular,2,-1,0,unknown,0,2.683333333333333,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,1,0
41,management,Married,tertiary,15787,0,1,cellular,3,-1,0,unknown,0,2.9166666666666665,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
56,retired,Married,primary,1947,0,0,cellular,1,34,2,failure,0,2.066666666666667,34.0,2.0,2009-06-03,Wednesday,June,1,Student/Retired/Unemployed,0,0
53,technician,Married,tertiary,2600,0,0,cellular,1,-1,0,unknown,0,10.933333333333334,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
41,admin.,Single,secondary,1076,1,0,cellular,2,391,2,other,0,1.2833333333333334,391.0,2.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
25,blue-collar,Single,secondary,389,0,0,cellular,1,-1,0,unknown,1,13.95,,,2009-06-03,Wednesday,June,0,Blue-collar/Service,0,0
58,housemaid,Married,primary,0,0,0,cellular,3,79,3,other,0,5.566666666666666,79.0,3.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,0,0
43,blue-collar,Married,primary,3917,0,0,cellular,2,93,1,success,1,12.083333333333334,93.0,1.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,0,0
36,technician,Single,secondary,3158,1,0,cellular,2,-1,0,unknown,1,2.4,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
25,management,Single,tertiary,362,0,0,cellular,2,-1,0,unknown,1,10.283333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
39,technician,Married,tertiary,1293,0,0,cellular,2,-1,0,unknown,1,2.3333333333333335,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
33,management,Single,tertiary,1439,1,0,cellular,2,-1,0,unknown,0,2.966666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
44,technician,Married,tertiary,717,0,0,cellular,2,-1,0,unknown,0,2.5,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
32,blue-collar,Married,secondary,889,1,0,cellular,2,85,3,other,1,17.933333333333334,85.0,3.0,2009-06-03,Wednesday,June,1,Blue-collar/Service,1,0
55,retired,Single,secondary,2204,0,0,cellular,1,-1,0,unknown,0,3.55,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
33,technician,Single,secondary,781,1,0,cellular,1,27,1,failure,0,4.433333333333334,27.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
38,management,Married,tertiary,7255,1,0,cellular,2,44,2,failure,0,1.3,44.0,2.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
29,management,Single,tertiary,1739,1,0,cellular,1,-1,0,unknown,0,1.9,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
40,management,Married,tertiary,8963,0,0,cellular,2,-1,0,unknown,0,3.3833333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
22,student,Single,secondary,4132,0,0,telephone,2,-1,0,unknown,0,0.5666666666666667,,,2009-06-03,Wednesday,June,0,Student/Retired/Unemployed,0,0
46,management,Married,tertiary,946,1,0,cellular,4,-1,0,unknown,0,4.916666666666667,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,1,0
43,management,Single,tertiary,481,1,0,cellular,1,20,1,other,1,3.1166666666666667,20.0,1.0,2009-06-03,Wednesday,June,1,Admin/Mgmt/Tech,1,0
46,admin.,Married,secondary,15,0,0,telephone,5,-1,0,unknown,0,3.6333333333333333,,,2009-06-03,Wednesday,June,0,Admin/Mgmt/Tech,0,0
50,management,Single,tertiary,810,0,0,cellular,3,-1,0,unknown,1,8.5,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
30,management,Single,tertiary,596,0,0,cellular,2,-1,0,unknown,0,2.0833333333333335,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
34,technician,Married,secondary,114,1,1,cellular,1,309,3,other,0,2.55,309.0,3.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,1,1
29,management,Single,tertiary,2389,0,0,cellular,3,-1,0,unknown,0,4.616666666666666,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
35,services,Married,secondary,52,1,0,cellular,2,94,4,success,1,5.466666666666667,94.0,4.0,2009-06-04,Thursday,June,1,Blue-collar/Service,1,0
37,management,Married,tertiary,108,1,1,cellular,2,-1,0,unknown,1,4.366666666666666,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,1,1
42,management,Married,tertiary,2665,1,0,cellular,2,126,11,failure,1,4.666666666666667,126.0,11.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,1,0
42,admin.,Single,secondary,684,0,0,cellular,1,-1,0,unknown,1,3.45,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
36,unemployed,Married,secondary,352,1,0,cellular,2,-1,0,unknown,0,1.5666666666666667,,,2009-06-04,Thursday,June,0,Student/Retired/Unemployed,1,0
37,services,Single,secondary,1045,0,0,cellular,1,79,3,success,0,1.7666666666666666,79.0,3.0,2009-06-04,Thursday,June,1,Blue-collar/Service,0,0
33,management,Single,tertiary,506,0,0,cellular,1,91,2,success,0,2.933333333333333,91.0,2.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
27,management,Married,secondary,2071,0,0,cellular,1,-1,0,unknown,1,7.483333333333333,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
27,services,Single,secondary,339,0,0,cellular,1,-1,0,unknown,1,3.033333333333333,,,2009-06-04,Thursday,June,0,Blue-collar/Service,0,0
33,technician,Single,tertiary,154,0,0,cellular,2,78,2,failure,0,1.85,78.0,2.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
29,management,Single,tertiary,572,0,0,cellular,1,-1,0,unknown,1,3.7333333333333334,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
36,management,Single,tertiary,1027,1,0,cellular,1,-1,0,unknown,0,2.5166666666666666,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,1,0
29,student,Single,secondary,1779,0,0,cellular,1,-1,0,unknown,1,6.666666666666667,,,2009-06-04,Thursday,June,0,Student/Retired/Unemployed,0,0
34,admin.,Married,secondary,613,1,0,cellular,1,-1,0,unknown,0,1.3333333333333333,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,1,0
26,student,Single,secondary,132,0,0,cellular,1,-1,0,unknown,1,3.6166666666666667,,,2009-06-04,Thursday,June,0,Student/Retired/Unemployed,0,0
39,admin.,Single,tertiary,22086,0,0,cellular,1,-1,0,unknown,1,2.6666666666666665,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
48,management,Married,tertiary,-10,0,0,cellular,1,-1,0,unknown,0,2.4,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
41,services,Married,secondary,0,1,1,cellular,2,122,2,failure,1,5.866666666666666,122.0,2.0,2009-06-04,Thursday,June,1,Blue-collar/Service,1,1
29,management,Married,tertiary,205,0,0,cellular,1,-1,0,unknown,1,13.116666666666667,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
33,technician,Single,tertiary,317,1,0,cellular,1,80,14,other,1,5.383333333333334,80.0,14.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,1,0
40,services,Married,secondary,17,0,0,cellular,1,-1,0,unknown,0,1.3,,,2009-06-04,Thursday,June,0,Blue-collar/Service,0,0
32,management,Married,tertiary,4945,0,0,cellular,1,119,2,other,1,2.6666666666666665,119.0,2.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
26,technician,Married,secondary,523,0,0,cellular,1,126,1,failure,0,3.683333333333333,126.0,1.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
43,management,Married,tertiary,2987,0,0,cellular,1,85,3,failure,1,2.6,85.0,3.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
30,management,Married,tertiary,419,1,0,cellular,1,-1,0,unknown,1,3.2333333333333334,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,1,0
30,management,Single,tertiary,4,1,0,cellular,1,-1,0,unknown,0,1.75,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,1,0
38,technician,Single,secondary,1130,0,0,cellular,2,98,1,success,1,1.6,98.0,1.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
55,admin.,Married,secondary,1662,0,0,cellular,2,-1,0,unknown,1,1.5666666666666667,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
25,admin.,Single,secondary,1871,0,0,cellular,1,-1,0,unknown,1,2.2666666666666666,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
38,entrepreneur,Single,secondary,1190,1,0,cellular,2,391,3,failure,1,1.35,391.0,3.0,2009-06-04,Thursday,June,1,Entrepreneur/Self-employed,1,0
41,management,Single,tertiary,3426,0,0,cellular,2,297,3,failure,1,1.7,297.0,3.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
31,services,Married,secondary,447,0,0,cellular,3,77,3,success,1,5.45,77.0,3.0,2009-06-04,Thursday,June,1,Blue-collar/Service,0,0
35,blue-collar,Married,secondary,563,0,1,cellular,1,119,3,failure,1,2.45,119.0,3.0,2009-06-04,Thursday,June,1,Blue-collar/Service,1,0
31,unemployed,Married,secondary,6,0,0,cellular,4,-1,0,unknown,1,2.0166666666666666,,,2009-06-04,Thursday,June,0,Student/Retired/Unemployed,0,0
25,services,Single,secondary,594,0,0,cellular,2,-1,0,unknown,1,1.4833333333333334,,,2009-06-04,Thursday,June,0,Blue-collar/Service,0,0
44,technician,Married,secondary,1319,0,0,cellular,2,-1,0,unknown,0,1.2833333333333334,,,2009-06-04,Thursday,June,0,Admin/Mgmt/Tech,0,0
37,technician,Married,tertiary,549,0,0,cellular,2,94,1,success,0,3.6166666666666667,94.0,1.0,2009-06-04,Thursday,June,1,Admin/Mgmt/Tech,0,0
22,student,Single,secondary,64,0,0,cellular,1,-1,0,unknown,0,1.8666666666666667,,,2009-06-04,Thursday,June,0,Student/Retired/Unemployed,0,0
